round,hospital,train_loss,test_loss,micro_f1,precision,recall,macro_f1,macro_precision,macro_recall
26,ptb-xl,0.12912460831932354,0.11245692558161659,0.8361388956656095,0.8614276139410187,0.8122926212671828,0.4598881253857172,0.4958116274055902,0.4510688228080308
27,chapman_shaoxing,0.11220696075738362,0.1198496592499442,0.820038535645472,0.8172043010752689,0.822892498066512,0.5654288542437923,0.5552035800698482,0.5927358879552476
27,cpsc_2018,0.12454543699820836,0.10187577630082766,0.7911646586345381,0.8034257748776509,0.7792721518987342,0.40935446622751875,0.46247285283509215,0.41402415753370064
27,georgia,0.19144953465929218,0.1731522178042282,0.7022308438409312,0.7810140237324703,0.6378854625550661,0.5247426642240481,0.5975265494211649,0.4875852060245201
27,ningbo,0.10086975130838383,0.11275804324607765,0.7829270192382585,0.8495605138607167,0.7259858442871587,0.37323434384714976,0.44971682141692443,0.3640240242581083
27,ptb-xl,0.12878485366404624,0.11388664300280832,0.8364252298757864,0.8543417366946778,0.8192447464054353,0.47342471903825456,0.5171467998857083,0.4539934166570286
28,chapman_shaoxing,0.11368453694851535,0.12585965146200132,0.7800480769230769,0.8092269326683291,0.7529002320185615,0.5038837988014612,0.5378440776694625,0.5399739609238535
28,cpsc_2018,0.1269512292742729,0.0943171722938617,0.7887571365832236,0.8864758144126358,0.7104430379746836,0.40725137590200094,0.429110534691263,0.39163774482519303
28,georgia,0.18961192579830394,0.2366632311378868,0.5991600559962669,0.6369047619047619,0.5656387665198238,0.4569780867569507,0.5096788717066661,0.4837084100964452
28,ningbo,0.10060891842216489,0.09846182306297123,0.8315548780487805,0.880264644182669,0.7879531994799942,0.41445210347884637,0.5283842679877492,0.39574164052504807
28,ptb-xl,0.12779119810153208,0.1231707988498102,0.8130889155388041,0.8879326473339569,0.7498814978669616,0.4365579291545609,0.5031663190901691,0.4225470994294099
29,chapman_shaoxing,0.11230702642865495,0.10534063125250198,0.8238321456848773,0.8438767234387672,0.8047177107501934,0.5603913685426398,0.5644065703129081,0.5654752970584342
29,cpsc_2018,0.12425822630524636,0.09114727790157,0.8037462750106428,0.8700460829493087,0.7468354430379747,0.4248321704551443,0.43343226932847556,0.4168255676736725
29,georgia,0.18956767501053856,0.21261419044825638,0.6171021377672209,0.6695876288659793,0.5722466960352423,0.4837635293828475,0.5763464574053055,0.47363072595411465
29,ningbo,0.10002624690479121,0.13478032452320413,0.7856124758950281,0.9362509992006395,0.6767297414415716,0.3080099183198974,0.49653167656134006,0.27902059913859567
29,ptb-xl,0.12743767383136564,0.12027056295665497,0.8243913968329,0.8221244500314268,0.8266708800758413,0.42168337142207846,0.5261879651474398,0.4254862940790252
30,chapman_shaoxing,0.11203103198920972,0.08814225874651792,0.8525317732499496,0.8911851539434837,0.817092034029389,0.5863749082668724,0.610020759910419,0.5710375984660111
30,cpsc_2018,0.12552733870844046,0.1106828115383784,0.7646336471551372,0.7921967769296013,0.7389240506329114,0.3942628433525315,0.4080102168464495,0.40019520863285124
30,georgia,0.190047134627022,0.16642047978431276,0.7235349716446124,0.7803261977573904,0.6744493392070484,0.5398402609666465,0.572177819806862,0.5199282560615699
30,ningbo,0.09950625979743957,0.11702616843527981,0.8065934065934066,0.8832731648616126,0.7421638018200202,0.37853489043721805,0.47631561393172345,0.35747797645932383
30,ptb-xl,0.12721977003287,0.1165650547358133,0.8252216089647099,0.8765322437377865,0.7795860325485858,0.4277782949363029,0.5020325034167044,0.42355843490274886
